1,7,41,0
1,76,19,0
1,77,19,0
1,18,18,0
1,21,18,0
1,78,17,0
1,75,16,0
1,12,12,0
1,17,10,0
1,71,10,0
1,20,8,0
1,10,8,0
1,73,7,0
1,74,6,0
1,1,6,0
1,50,6,0
1,1,5,0
1,14,5,0
1,13,4,0
1,53,4,0
1,7,3,0
1,12,3,0
1,1,3,0
1,72,1,0
1,19,1,0
1,2,1,0
1,51,1,0
1,83,2,0
1,84,1,0
1,85,1,0
1,86,1,0
1,37,8,19
1,71,8,17
1,32,8,17
1,34,8,17
1,35,8,16
1,44,8,15
1,27,8,12
1,1,8,10
1,1,8,9
1,81,8,9
1,26,8,8
1,48,8,7
1,10,8,7
1,45,8,7
1,36,8,7
1,73,8,6
1,74,8,5
1,50,8,5
1,79,8,4
1,1,8,4
1,82,8,3
1,53,8,3
1,3,8,3
1,80,8,3
1,23,8,3
1,25,8,3
1,39,8,2
1,18,8,2
1,12,8,2
1,21,8,2
1,4,8,2
1,78,8,2
1,72,8,2
1,7,8,2
1,1,8,2
1,17,8,1
1,58,8,1
1,38,8,1
1,12,8,1
1,20,8,1
1,76,8,1
1,77,8,1
1,75,8,1
1,51,8,1
1,14,8,1
1,13,8,1
1,19,8,1
1,2,8,1
1,86,8,2
1,85,8,2
1,84,8,2
