1,1,8,2
1,2,6,1
1,86,3,1
1,84,8,1
1,3,3,2
1,4,3,2
1,5,3,2
1,7,6,0
1,9,3,2
1,10,3,0
1,11,13,2
1,12,8,2
1,13,8,0
1,14,8,0
1,17,8,0
1,18,3,0
1,19,3,2
1,20,3,2
1,21,3,2
1,22,3,2
1,23,3,2
1,24,3,2
1,25,3,2
1,26,8,2
1,27,8,2
1,28,3,2
1,29,3,2
1,30,3,0
1,31,3,2
1,32,8,2
1,33,3,2
1,34,3,1
1,35,3,1
1,36,3,1
1,37,3,1
1,38,3,1
1,39,3,1
1,40,3,1
1,41,14,2
1,42,3,2
1,43,3,2
1,44,3,2
1,45,3,1
1,46,3,2
1,47,3,2
1,48,3,2
1,49,3,1
1,50,3,2
1,51,3,2
1,52,3,2
1,53,3,2
1,54,3,2
1,55,3,2
1,56,3,2
1,57,3,2
1,58,3,1
1,59,3,2
1,60,3,2
1,61,3,2
1,62,3,2
1,63,3,2
1,64,3,2
1,69,3,2
1,70,3,1
8,1,8,2
8,2,6,1
8,86,3,1
8,84,8,1
8,3,3,2
8,4,3,2
8,5,3,2
8,7,6,0
8,9,3,2
8,10,3,0
8,11,13,2
8,12,8,2
8,13,8,0
8,14,8,0
8,17,8,0
8,18,3,0
8,19,3,2
8,20,3,2
8,21,3,2
8,22,3,2
8,23,3,2
8,24,3,2
8,25,3,2
8,26,8,2
8,27,8,2
8,28,3,2
8,29,3,2
8,30,3,0
8,31,3,2
8,32,25,2
8,33,3,2
8,34,3,1
8,35,3,1
8,36,3,1
8,37,3,1
8,38,3,1
8,39,3,1
8,40,3,1
8,41,8,2
8,42,3,2
8,43,3,2
8,44,3,2
8,45,3,1
8,46,3,2
8,47,3,2
8,48,3,2
8,49,3,1
8,50,3,2
8,51,3,2
8,52,3,2
8,53,3,2
8,54,3,2
8,55,3,2
8,56,3,2
8,57,3,2
8,58,3,1
8,59,3,2
8,60,3,2
8,61,3,2
8,62,3,2
8,63,3,2
8,64,3,2
8,69,3,2
8,70,3,1
16,7,30,2
16,1,30,2
16,32,30,2
16,14,30,2
16,13,15,2
16,11,30,2
16,12,20,2
16,41,20,2
16,26,20,2
16,56,15,2
16,21,15,2
17,7,30,2
17,1,30,2
17,32,30,2
17,14,30,2
17,13,15,2
17,11,30,2
17,12,20,2
17,41,20,2
17,26,20,2
17,56,15,2
17,21,15,2
99,1,8,2
99,2,6,1
99,86,3,1
99,84,8,1
99,3,3,2
99,4,3,2
99,5,3,2
99,7,6,0
99,9,3,2
99,10,3,0
99,11,13,2
99,12,8,2
99,13,8,0
99,14,8,0
99,17,8,0
99,18,3,0
99,19,3,2
99,20,3,2
99,21,3,2
99,22,3,2
99,23,3,2
99,24,3,2
99,25,3,2
99,26,8,2
99,27,8,2
99,28,3,2
99,29,3,2
99,30,3,0
99,31,3,2
99,32,8,2
99,33,3,2
99,34,3,1
99,35,3,1
99,36,3,1
99,37,3,1
99,38,3,1
99,39,3,1
99,40,3,1
99,41,8,2
99,42,3,2
99,43,3,2
99,44,3,2
99,45,3,1
99,46,3,2
99,47,3,2
99,48,3,2
99,49,3,1
99,50,3,2
99,51,3,2
99,52,3,2
99,53,3,2
99,54,3,2
99,55,3,2
99,56,3,2
99,57,3,2
99,58,3,1
99,59,3,2
99,60,3,2
99,61,3,2
99,62,3,2
99,63,3,2
99,64,3,2
99,69,3,2
99,70,3,1
