2,18,3,0
2,19,3,2
2,20,3,2
2,21,3,2
2,22,3,2
2,23,3,2
2,24,3,2
2,25,3,2
2,26,8,2
2,27,8,2
2,28,3,2
2,29,3,2
2,30,3,0
2,31,3,2
2,32,8,2
2,33,3,2
2,34,3,1
2,35,3,1
2,36,3,1
2,37,3,1
2,38,3,1
2,39,3,1
2,40,3,1
2,41,14,2
2,42,3,2
2,43,3,2
2,44,3,2
2,45,3,1
2,46,3,2
2,47,3,2
2,48,3,2
2,49,3,1
2,50,3,2
2,51,3,2
2,52,3,2
2,53,3,2
2,54,3,2
2,55,3,2
2,56,3,2
2,57,3,2
2,58,3,1
2,59,3,2
2,60,3,2
2,61,3,2
2,62,3,2
2,63,3,2
2,64,3,2
2,69,3,2
2,70,3,1
3,1,8,2
3,2,6,1
3,86,3,1
3,84,8,1
3,3,3,2
3,4,3,2
3,5,3,2
3,7,6,0
3,9,3,2
3,10,3,0
3,11,13,2
3,12,8,2
3,13,8,0
3,14,8,0
3,17,8,0
3,18,3,0
3,19,3,2
3,20,3,2
3,21,3,2
3,22,3,2
3,23,3,2
3,24,3,2
3,25,3,2
3,26,8,2
3,27,8,2
3,28,3,2
3,29,3,2
3,30,3,0
3,31,3,2
3,32,8,2
3,33,3,2
3,34,3,1
3,35,3,1
3,36,3,1
3,37,3,1
3,38,3,1
3,39,3,1
3,40,3,1
3,41,14,2
3,42,3,2
3,43,3,2
3,44,3,2
3,45,3,1
3,46,3,2
3,47,3,2
3,48,3,2
3,49,3,1
3,50,3,2
3,51,3,2
3,52,3,2
3,53,3,2
3,54,3,2
3,55,3,2
3,56,3,2
3,57,3,2
3,58,3,1
3,59,3,2
3,60,3,2
3,61,3,2
3,62,3,2
3,63,3,2
3,64,3,2
3,69,3,2
3,70,3,1
4,1,8,2
4,2,6,1
4,86,3,1
4,84,8,1
4,3,3,2
4,4,3,2
4,5,3,2
4,7,6,0
4,9,3,2
4,10,3,0
4,11,13,2
4,12,8,2
4,13,8,0
4,14,8,0
4,17,8,0
4,18,3,0
4,19,3,2
4,20,3,2
4,21,3,2
4,22,3,2
4,23,3,2
4,24,3,2
4,25,3,2
4,26,8,2
4,27,8,2
4,28,3,2
4,29,3,2
4,30,3,0
4,31,3,2
4,32,8,2
4,33,3,2
4,34,3,1
4,35,3,1
4,36,3,1
4,37,3,1
4,38,3,1
4,39,3,1
4,40,3,1
4,41,14,2
4,42,3,2
4,43,3,2
4,44,3,2
4,45,3,1
4,46,3,2
4,47,3,2
4,48,3,2
4,49,3,1
4,50,3,2
4,51,3,2
4,52,3,2
4,53,3,2
4,54,3,2
4,55,3,2
4,56,3,2
4,57,3,2
4,58,3,1
4,59,3,2
4,60,3,2
4,61,3,2
4,62,3,2
4,63,3,2
4,64,3,2
4,69,3,2
4,70,3,1
5,1,8,2
5,2,6,1
5,86,3,1
5,84,8,1
5,3,3,2
5,4,3,2
5,5,3,2
5,7,6,0
5,9,3,2
5,10,3,0
5,11,13,2
5,12,8,2
5,13,8,0
5,14,8,0
5,17,8,0
5,18,3,0
5,19,3,2
5,20,3,2
5,21,3,2
5,22,3,2
5,23,3,2
5,24,3,2
5,25,3,2
5,26,8,2
5,27,8,2
5,28,3,2
5,29,3,2
5,30,3,0
5,31,3,2
5,32,8,2
5,33,3,2
5,34,3,1
5,35,3,1
5,36,3,1
5,37,3,1
5,38,3,1
5,39,3,1
5,40,3,1
5,41,14,2
5,42,3,2
5,43,3,2
5,44,3,2
5,45,3,1
5,46,3,2
5,47,3,2
5,48,3,2
5,49,3,1
5,50,3,2
5,51,3,2
5,52,3,2
5,53,3,2
5,54,3,2
5,55,3,2
5,56,3,2
5,57,3,2
5,58,3,1
5,59,3,2
5,60,3,2
5,61,3,2
5,62,3,2
5,63,3,2
5,64,3,2
5,69,3,2
5,70,3,1
6,1,8,2
6,2,6,1
6,86,3,1
6,84,8,1
6,3,3,2
6,4,3,2
6,5,3,2
6,7,6,0
6,9,3,2
6,10,3,0
6,11,13,2
6,12,8,2
6,13,8,0
6,14,8,0
6,17,8,0
6,18,3,0
6,19,3,2
6,20,3,2
6,21,3,2
6,22,3,2
6,23,3,2
6,24,3,2
6,25,3,2
6,26,8,2
6,27,8,2
6,28,3,2
6,29,3,2
6,30,3,0
6,31,3,2
6,32,8,2
6,33,3,2
6,34,3,1
6,35,3,1
6,36,3,1
6,37,3,1
6,38,3,1
6,39,3,1
6,40,3,1
6,41,14,2
6,42,3,2
6,43,3,2
6,44,3,2
6,45,3,1
6,46,3,2
6,47,3,2
6,48,3,2
6,49,3,1
